City,Hemisphere,Latitude,Longitude,Temperature(F),Humidity(%),Cloudiness(%),Wind Speed(mph)
Whitehorse,northern,60.7161,-135.0538,74.26,35,20,9.22
Camacha,northern,33.0833,-16.3333,67.42,68,20,13.8
Dingle,northern,10.9995,122.6711,76.39,89,31,1.86
Kailua,northern,21.4022,-157.7394,81.5,68,11,11.9
Cherskiy,northern,68.75,161.3,72.88,41,17,9.55
Verkhnyaya Toyma,northern,62.2349,44.9985,67.86,94,16,3.91
Krasnyy Chikoy,northern,50.3643,108.7512,58.91,98,100,4.99
Lumeje,southern,-11.55,20.7833,64.98,31,9,4.47
Saint-Joseph,southern,-21.3667,55.6167,68.27,84,30,10.04
San Juan,southern,-31.5375,-68.5364,53.47,22,0,8.7
Rock Sound,northern,24.9,-76.2,81.82,76,86,12.66
Boat of Garten,northern,57.2491,-3.759,56.12,68,100,3.89
Dafeng,northern,23.4517,108.5881,79.56,93,100,4.29
Manjeri,northern,11.1167,76.1167,79.48,78,20,0
Waipawa,southern,-41.4122,175.5153,40.14,77,100,26.24
Sokol,northern,59.4617,40.1206,67.87,97,94,7.78
Mumford,northern,5.2618,-0.759,78.98,82,100,12.41
Riberalta,southern,-10.9833,-66.1,82.44,49,58,7.07
Chalmette,northern,29.9427,-89.9634,83.53,79,75,4.61
Richards Bay,southern,-28.783,32.0377,73.13,32,5,11.86
Manzhouli,northern,49.6,117.4333,63.54,88,85,3.15
Domodossola,northern,46.1165,8.2931,74.46,90,85,3.38
Muros,northern,42.7762,-9.0603,64.31,66,27,10.65
Øksfjord,northern,70.2396,22.3479,49.48,86,100,7.4
Mackenzie,northern,55.2999,-123.1698,97.56,26,0,4.38
Sambava,southern,-14.2667,50.1667,71.19,87,14,12.48
Morón,southern,-34.6534,-58.6198,47.52,73,99,7
Whakatane,southern,-37.9585,176.9854,48.78,78,100,5.44
Tegul'det,northern,57.3064,88.1667,53.64,98,98,4.23
Norman Wells,northern,65.282,-126.8329,78.82,41,80,7.63
Panjāb,northern,34.388,67.0233,54.61,53,31,4.79
Talakan,northern,50.3167,130.3667,60.6,96,2,1.72
Jacmel,northern,18.2342,-72.5347,85.35,65,100,7.2
Adūr,northern,9.1667,76.7333,74.97,92,13,3.4
Kaseda-shirakame,northern,31.4167,130.3167,73.85,87,74,3.67
Ruidoso,northern,33.3317,-105.673,55.31,96,90,1.99
Nizhnyaya Tavda,northern,57.6731,66.1725,64.71,71,67,5.97
Inta,northern,66.0317,60.1659,50.18,66,12,10.18
Kumluca,northern,36.3703,30.2869,86.09,42,0,6.8
Coahuayana Viejo,northern,18.7333,-103.6833,81.88,64,99,1.05
Sioux Lookout,northern,50.1001,-91.917,81.14,28,100,6.67
Hvolsvollur,northern,63.7533,-20.2243,48.87,74,100,6.38
Imbituba,southern,-28.24,-48.6703,56.82,92,100,11.99
Korla,northern,41.7597,86.1469,79.65,15,45,2.59
Bowen,southern,-20.0167,148.2333,69.75,82,81,22.1
Kiruna,northern,67.8557,20.2251,50.92,58,40,11.5
Loukhi,northern,66.0764,33.0381,61.48,63,1,4.68
Nādāpuram,northern,11.7,75.6667,76.86,88,3,2.1
Pemangkat,northern,1.1667,108.9667,78.46,81,100,3.71
Payson,northern,40.0444,-111.7321,85.51,20,1,5.99
Nadym,northern,65.5333,72.5167,43.81,74,21,5.41
Bavly,northern,54.393,53.2602,73.13,70,15,3.04
Wajima,northern,37.4,136.9,70.05,93,100,7.23
Suifenhe,northern,44.4,131.1667,56.93,96,8,2.48
Pascagoula,northern,30.3658,-88.5561,88.65,70,20,11.5
Kautokeino,northern,69.0125,23.0412,52.43,58,12,17.29
Jamame,northern,0.0722,42.7506,75.42,83,43,7.96
Joensuu,northern,62.6012,29.7632,68.49,49,0,5.75
Sainte-Rose,northern,16.3324,-61.6979,87.84,62,75,16.11
León,northern,21.1167,-101.6667,77.14,50,100,7.18
Pombas,northern,17.1503,-25.0201,76.78,79,9,13.22
Ihiala,northern,5.8538,6.8603,74.8,91,91,2.21
Lipova,northern,46.0833,21.7,79.75,54,0,3.38
Flin Flon,northern,54.7682,-101.865,84.36,28,100,9.04
Olinda,southern,-8.0089,-34.8553,78.53,65,40,16.11
Tigil',northern,57.8,158.6667,51.94,72,1,5.73
Beisfjord,northern,68.3751,17.5988,50.05,96,100,3.87
Povenets,northern,62.8487,34.8262,64.33,70,100,6.58
Eirunepé,southern,-6.6603,-69.8736,88.84,51,88,3.62
Gangāpur,northern,26.4833,76.7167,96.96,28,4,6.91
Koygorodok,northern,60.445,50.9968,67.17,96,87,4
Muroto-misakicho,northern,33.2833,134.15,73.47,84,87,4.05
Yuanping,northern,38.7153,112.7575,70.99,66,100,1.57
Nautla,northern,20.2167,-96.7833,84,65,100,3.15
Teluknaga,southern,-6.0989,106.6381,77.02,88,20,3
Ruteng,southern,-8.6136,120.4721,60.58,94,50,2.24
Cassilândia,southern,-19.1133,-51.7342,76.57,38,60,7.96
Livingston,northern,55.9029,-3.5226,61.81,84,20,3.44
Uíge,southern,-7.6087,15.0613,69.89,31,100,1.36
Tateyama,northern,34.9833,139.8667,69.73,94,75,10.36
Tommot,northern,58.9564,126.2925,58.77,92,20,3.29
Bonthe,northern,7.5264,-12.505,78.76,81,100,5.7
Safi,northern,32.2994,-9.2372,69.24,67,0,22.15
Poum,southern,-20.2333,164.0167,73.51,80,8,12.5
Ketchikan,northern,55.3422,-131.6461,73.87,56,1,13.8
Yerofey Pavlovich,northern,53.9667,121.9667,62.47,74,20,4.5
Port Moresby,southern,-9.4431,147.1797,74.44,91,49,6.71
Ruska Poliana,northern,49.417,31.9201,64.27,87,30,7.67
Soyo,southern,-6.1349,12.3689,73.85,86,13,8.99
Dunedin,southern,-45.8742,170.5036,45.81,43,93,35.99
Esim,northern,4.8699,-2.2405,77.45,86,95,7.2
Gijang,northern,35.2442,129.2139,67.78,88,1,6.49
Nikolayevsk-on-Amur,northern,53.1406,140.73,47.08,98,98,3.62
Nuuk,northern,64.1835,-51.7216,38.88,93,100,18.99
Samarai,southern,-10.6167,150.6667,78.75,84,87,11.27
Yambio,northern,4.5721,28.3955,70.65,91,94,3.47
Tual,southern,-5.6667,132.75,80.73,81,17,17.9
Indre Arna,northern,60.4247,5.4764,55.67,87,62,3.65
Vadsø,northern,70.0744,29.7487,50.63,81,40,6.91
Kinablangan,northern,7.6947,126.5503,78.19,84,28,4.25
Charters Towers,southern,-20.1,146.2667,63.7,84,100,8.75
Cantaura,northern,9.3057,-64.3584,89.42,43,78,11.88
El Llano,northern,20.05,-99.3,67.23,62,100,1.01
Camopi,northern,3.1655,-52.3158,79.16,78,100,1.9
Buritizeiro,southern,-17.3511,-44.9622,82.33,22,0,2.37
Kuah,northern,6.3265,99.8432,83.62,74,94,10.38
Umeå,northern,63.8284,20.2597,64.33,72,0,6.91
Lithakia,northern,37.7167,20.8333,83.32,45,0,0
Paignton,northern,50.4357,-3.5679,63.81,1,36,10.38
Mackay,southern,-21.15,149.2,67.68,82,99,21.21
Alofi,southern,-19.0595,-169.9187,69.69,73,40,14.97
Kenai,northern,60.5544,-151.2583,52.97,85,90,10.36
Statesboro,northern,32.4488,-81.7832,80.04,73,90,3.44
Icod de los Vinos,northern,28.3724,-16.7119,68.88,73,3,12.41
Windhoek,southern,-22.5594,17.0832,59.11,36,17,4.47
Sheridan,northern,44.8333,-106.9173,78.66,31,1,5.75
Plettenberg Bay,southern,-34.0527,23.3716,53.31,87,100,11.25
Pangkalanbuun,southern,-2.6833,111.6167,73.2,98,91,0.92
Jacksonville,northern,30.3322,-81.6556,75.33,89,90,9.22
Tarsus,northern,36.9188,34.8784,80.47,74,1,3.33
