City,Hemisphere,Latitude,Longitude,Temperature(F),Humidity(%),Cloudiness(%),Wind Speed(mph)
Gimbi,northern,9.1667,35.8333,56.53,95,100,3.11
Katangli,northern,51.7102,143.2326,43.77,89,100,6.31
Portland,northern,45.5234,-122.6762,87.26,46,20,1.99
Necochea,southern,-38.5473,-58.7368,54.03,48,93,7.34
Marawi,northern,7.9986,124.2928,64.65,93,95,3.36
Ialibu,southern,-6.2821,143.9935,54.09,97,100,1.95
Port-Gentil,southern,-0.7193,8.7815,76.96,83,40,10.36
Port Hardy,northern,50.6996,-127.4199,62.78,82,20,4.61
Mount Gambier,southern,-37.8333,140.7667,44.51,87,90,6.91
Verkhoyansk,northern,67.5447,133.385,73.72,39,32,4.03
Riverton,northern,40.5219,-111.9391,82.62,32,40,3
Greenwood,northern,34.1668,-82.1165,81.84,49,1,1.99
Korem,northern,12.5058,39.5228,62.28,43,100,3.76
Skovorodino,northern,53.9833,123.9167,61.86,89,21,1.79
Saldanha,southern,-33.0117,17.9442,57.25,78,21,17.4
Yanam,northern,16.7333,82.2167,82.42,68,100,4.5
Norman Wells,northern,65.282,-126.8329,75.24,46,75,11.5
Alofi,southern,-19.0595,-169.9187,75.09,78,75,17.27
Searcy,northern,35.2506,-91.7363,91.78,60,20,4
Finnsnes,northern,69.2296,17.9811,48.79,77,96,5.32
Fort Nelson,northern,58.8053,-122.7002,85.59,23,20,21.85
Gravdal,northern,68.1214,13.5031,48.09,81,75,5.75
Le Port,southern,-20.9373,55.2919,65.03,89,9,6.58
Deniliquin,southern,-35.5333,144.9667,42.01,95,19,4.65
Moyale,northern,3.5167,39.0584,69.3,55,99,5.82
Kloulklubed,northern,7.0419,134.2556,77.5,71,96,7.23
Dhing,northern,26.4667,92.4667,78.26,92,96,5.59
Jinka,northern,5.65,36.65,67.77,59,96,2.06
Waxahachie,northern,32.3865,-96.8483,93.54,51,1,11.5
Toamasina,southern,-18.1667,49.3833,62.6,100,40,1.14
Berlevåg,northern,70.8578,29.0864,48.27,71,0,18.41
Pandamatenga,southern,-18.5278,25.627,59.56,44,0,3.33
Kolosovka,northern,56.4678,73.611,45.55,87,6,3.31
Zhuhai,northern,22.2769,113.5678,82.47,94,40,8.05
Phichit,northern,16.25,100.4167,82.11,77,100,6.8
Granger,northern,41.7481,-86.1257,74.14,90,75,8.05
Rabo de Peixe,northern,37.8,-25.5833,65.71,94,75,4.61
Zyryanovsk,northern,49.7386,84.2719,41.61,91,99,1.59
Kazanlak,northern,42.6167,25.4,73.72,95,71,13.13
Faya,northern,18.3851,42.4509,72.12,18,100,1.74
Altagracia de Orituco,northern,9.8601,-66.3814,79.36,82,98,1.3
Khovd,northern,48.0056,91.6419,54.21,38,37,0.25
Noumea,southern,-22.2763,166.4572,72,99,79,11.65
Mildura,southern,-34.2,142.15,42.76,100,90,8.05
Sunyani,northern,7.3399,-2.3268,71.89,97,100,4.54
Keningau,northern,5.3378,116.1602,73.74,99,48,1.41
Fortuna,northern,40.5982,-124.1573,64.85,76,1,13.8
Iskandar,northern,41.5539,69.7008,65.25,31,39,5.7
Omsukchan,northern,62.5333,155.8,64.58,43,50,6.58
Kupang,southern,-10.1667,123.5833,77.56,86,19,10.67
Muros,northern,42.7762,-9.0603,64.9,82,2,10.04
Tiksi,northern,71.6872,128.8694,51.42,70,95,7.61
Khandyga,northern,62.6667,135.6,65.16,64,55,4.68
Arrondissement de Saint-Denis,northern,48.9167,2.3333,62.08,90,90,5.75
Churapcha,northern,62.0025,132.4325,66.02,61,43,7.31
Durban,southern,-29.8579,31.0292,63.66,89,2,1.01
Virginia Beach,northern,36.8529,-75.978,77.38,81,75,10.36
Siderno,northern,38.2779,16.302,82.99,42,41,6.35
Marzuq,northern,14.4,46.4667,79.02,41,53,6.26
Daru,southern,-9.0763,143.2092,76.6,85,50,11.68
Chanute,northern,37.6792,-95.4572,92.35,52,20,20.71
Dingcheng,northern,32.1272,115.0394,74.01,93,100,1.77
Vuktyl,northern,63.8567,57.3094,57.87,96,100,7.49
Warrnambool,southern,-38.3833,142.4833,47.8,74,86,10.98
Mingshui,northern,36.7167,117.5,72.01,69,22,10.96
Sørland,northern,67.667,12.6934,48.27,66,84,5.41
Peringat,northern,6.0333,102.2833,76.95,88,20,2.3
Camacha,northern,33.0833,-16.3333,63.82,63,75,10.36
Oria,northern,43.2554,-2.0187,62.55,93,4,2.06
Cockburn Town,northern,21.4612,-71.1419,84.16,61,40,13.8
Poya,southern,-21.35,165.15,70.99,75,35,4.61
Bakel,northern,14.905,-12.4568,91.9,37,73,21.7
Irbeyskoye,northern,55.6428,95.4522,49.93,91,95,7.45
Yangi Marg`ilon,northern,40.4272,71.7189,81.32,21,28,20.71
Moravská Třebová,northern,49.7579,16.6643,61.05,73,92,3.96
Rosa Zarate,northern,0.3333,-79.4667,82.76,71,81,4.38
Port Blair,northern,11.6667,92.75,82.13,79,100,16.11
Boguchany,northern,58.3814,97.4531,53.6,99,100,4.07
City of San Pedro,northern,14.35,121.0167,78.62,89,20,1.14
Ponca City,northern,36.707,-97.0856,93.88,55,20,8.99
Soure,southern,-0.7167,-48.5233,78.42,83,4,10
Palmer,northern,42.1584,-72.3287,72.77,71,90,4.61
Bar Harbor,northern,44.3876,-68.2039,60.69,91,100,3
Ferrol,northern,43.4832,-8.2369,64.51,78,12,14.83
Seminole,northern,28.7086,-81.2081,79.45,85,90,1.99
Champerico,northern,14.3,-91.9167,91.71,69,97,6.04
Waipawa,southern,-41.4122,175.5153,55.35,79,100,20.02
Valera,northern,9.3178,-70.6036,78.69,86,92,1.43
Mucuri,southern,-18.0864,-39.5508,71.19,73,21,7.52
Bilibino,northern,68.0546,166.4372,57.13,51,6,1.83
Ippy,northern,6.2679,21.2247,72.82,73,74,2.95
Santander,northern,43.4647,-3.8044,63.95,81,75,5.01
Salinas,northern,36.6777,-121.6555,67.98,61,1,16.11
Manaure,northern,11.7751,-72.4445,88.3,55,96,12.44
Wajima,northern,37.4,136.9,68.43,86,28,4.07
Dunedin,southern,-45.8742,170.5036,52.81,92,80,2.62
Fairbanks,northern,64.8378,-147.7164,68.09,49,75,0
Mariehamn,northern,60.0973,19.9348,62.46,72,0,4.61
Qui Nhon,northern,13.7667,109.2333,81.1,76,100,3.11
Guerrero Negro,northern,27.9769,-114.0611,74.17,61,1,19.15
Hervey Bay,southern,-25.2986,152.8535,66.02,95,100,1.01
Havre-St-Pierre,northern,50.2334,-63.5986,71.96,53,75,8.05
Alford,northern,57.2326,-2.703,48.29,94,100,11.88
Laas,northern,46.6166,10.7002,60.6,91,52,2.46
Bestöbe,northern,52.4994,73.0975,56.35,56,99,5.06
